state,date,sex,ethnicity,abs
W.P. Labuan,2011-01-01,female,bumi_malay,326
W.P. Labuan,2012-01-01,female,bumi_malay,299
W.P. Labuan,2013-01-01,female,bumi_malay,298
W.P. Labuan,2014-01-01,female,bumi_malay,342
W.P. Labuan,2015-01-01,female,bumi_malay,358
W.P. Labuan,2016-01-01,female,bumi_malay,326
W.P. Labuan,2017-01-01,female,bumi_malay,333
W.P. Labuan,2018-01-01,female,bumi_malay,312
W.P. Labuan,2019-01-01,female,bumi_malay,290
W.P. Labuan,2020-01-01,female,bumi_malay,338
W.P. Labuan,2021-01-01,female,bumi_malay,283
W.P. Labuan,2022-01-01,female,bumi_malay,244
W.P. Putrajaya,2010-01-01,male,bumi_malay,1226
W.P. Putrajaya,2011-01-01,male,bumi_malay,1468
W.P. Putrajaya,2012-01-01,male,bumi_malay,1552
W.P. Putrajaya,2013-01-01,male,bumi_malay,1481
W.P. Putrajaya,2014-01-01,male,bumi_malay,1528
W.P. Putrajaya,2015-01-01,male,bumi_malay,1466
W.P. Putrajaya,2016-01-01,male,bumi_malay,1291
W.P. Putrajaya,2017-01-01,male,bumi_malay,1239
W.P. Putrajaya,2018-01-01,male,bumi_malay,1202
W.P. Putrajaya,2019-01-01,male,bumi_malay,1159
W.P. Putrajaya,2020-01-01,male,bumi_malay,1018
W.P. Putrajaya,2021-01-01,male,bumi_malay,1046
W.P. Putrajaya,2022-01-01,male,bumi_malay,908
W.P. Putrajaya,2010-01-01,female,bumi_malay,1097
W.P. Putrajaya,2011-01-01,female,bumi_malay,1397
W.P. Putrajaya,2012-01-01,female,bumi_malay,1501
W.P. Putrajaya,2013-01-01,female,bumi_malay,1412
W.P. Putrajaya,2014-01-01,female,bumi_malay,1447
W.P. Putrajaya,2015-01-01,female,bumi_malay,1316
W.P. Putrajaya,2016-01-01,female,bumi_malay,1192
W.P. Putrajaya,2017-01-01,female,bumi_malay,1186
W.P. Putrajaya,2018-01-01,female,bumi_malay,1107
W.P. Putrajaya,2019-01-01,female,bumi_malay,1070
W.P. Putrajaya,2020-01-01,female,bumi_malay,1026
W.P. Putrajaya,2021-01-01,female,bumi_malay,981
W.P. Putrajaya,2022-01-01,female,bumi_malay,854
Johor,2000-01-01,both,bumi_other,867
Johor,2001-01-01,both,bumi_other,954
Johor,2002-01-01,both,bumi_other,1063
Johor,2003-01-01,both,bumi_other,1206
Johor,2004-01-01,both,bumi_other,1396
Johor,2005-01-01,both,bumi_other,1425
Johor,2006-01-01,both,bumi_other,1558
Johor,2007-01-01,both,bumi_other,1648
Johor,2008-01-01,both,bumi_other,1604
Johor,2009-01-01,both,bumi_other,1699
Johor,2010-01-01,both,bumi_other,1836
Johor,2011-01-01,both,bumi_other,1752
Johor,2012-01-01,both,bumi_other,1652
Johor,2013-01-01,both,bumi_other,1554
Johor,2014-01-01,both,bumi_other,1567
Johor,2015-01-01,both,bumi_other,1447
Johor,2016-01-01,both,bumi_other,1478
Johor,2017-01-01,both,bumi_other,1480
Johor,2018-01-01,both,bumi_other,1528
Johor,2019-01-01,both,bumi_other,1509
Johor,2020-01-01,both,bumi_other,1490
Johor,2021-01-01,both,bumi_other,1290
Johor,2022-01-01,both,bumi_other,1097
Kedah,2000-01-01,both,bumi_other,79
Kedah,2001-01-01,both,bumi_other,79
Kedah,2002-01-01,both,bumi_other,74
Kedah,2003-01-01,both,bumi_other,103
Kedah,2004-01-01,both,bumi_other,97
Kedah,2005-01-01,both,bumi_other,118
Kedah,2006-01-01,both,bumi_other,145
Kedah,2007-01-01,both,bumi_other,132
Kedah,2008-01-01,both,bumi_other,141
Kedah,2009-01-01,both,bumi_other,89
Kedah,2010-01-01,both,bumi_other,181
Kedah,2011-01-01,both,bumi_other,130
Kedah,2012-01-01,both,bumi_other,119
Kedah,2013-01-01,both,bumi_other,93
Kedah,2014-01-01,both,bumi_other,93
Kedah,2015-01-01,both,bumi_other,102
Kedah,2016-01-01,both,bumi_other,75
Kedah,2017-01-01,both,bumi_other,91
Kedah,2018-01-01,both,bumi_other,85
Kedah,2019-01-01,both,bumi_other,90
Kedah,2020-01-01,both,bumi_other,95
Kedah,2021-01-01,both,bumi_other,82
Kedah,2022-01-01,both,bumi_other,80
Kelantan,2000-01-01,both,bumi_other,539
Kelantan,2001-01-01,both,bumi_other,600
Kelantan,2002-01-01,both,bumi_other,598
Kelantan,2003-01-01,both,bumi_other,655
Kelantan,2004-01-01,both,bumi_other,622
Kelantan,2005-01-01,both,bumi_other,656
Kelantan,2006-01-01,both,bumi_other,624
Kelantan,2007-01-01,both,bumi_other,645
Kelantan,2008-01-01,both,bumi_other,674
Kelantan,2009-01-01,both,bumi_other,644
Kelantan,2010-01-01,both,bumi_other,654
Kelantan,2011-01-01,both,bumi_other,695
Kelantan,2012-01-01,both,bumi_other,609
Kelantan,2013-01-01,both,bumi_other,555
Kelantan,2014-01-01,both,bumi_other,591
Kelantan,2015-01-01,both,bumi_other,507
Kelantan,2016-01-01,both,bumi_other,466
Kelantan,2017-01-01,both,bumi_other,474
Kelantan,2018-01-01,both,bumi_other,445
Kelantan,2019-01-01,both,bumi_other,456
Kelantan,2020-01-01,both,bumi_other,507
Kelantan,2021-01-01,both,bumi_other,441
Kelantan,2022-01-01,both,bumi_other,412
Melaka,2000-01-01,both,bumi_other,185
Melaka,2001-01-01,both,bumi_other,218
Melaka,2002-01-01,both,bumi_other,235
Melaka,2003-01-01,both,bumi_other,275
Melaka,2004-01-01,both,bumi_other,298
Melaka,2005-01-01,both,bumi_other,294
Melaka,2006-01-01,both,bumi_other,294
Melaka,2007-01-01,both,bumi_other,310
Melaka,2008-01-01,both,bumi_other,321
Melaka,2009-01-01,both,bumi_other,276
Melaka,2010-01-01,both,bumi_other,330
Melaka,2011-01-01,both,bumi_other,264
Melaka,2012-01-01,both,bumi_other,246
Melaka,2013-01-01,both,bumi_other,215
Melaka,2014-01-01,both,bumi_other,245
Melaka,2015-01-01,both,bumi_other,203
Melaka,2016-01-01,both,bumi_other,205
Melaka,2017-01-01,both,bumi_other,227
Melaka,2018-01-01,both,bumi_other,203
Melaka,2019-01-01,both,bumi_other,175
Melaka,2020-01-01,both,bumi_other,200
Melaka,2021-01-01,both,bumi_other,160
Melaka,2022-01-01,both,bumi_other,149
Negeri Sembilan,2000-01-01,both,bumi_other,383
Negeri Sembilan,2001-01-01,both,bumi_other,385
Negeri Sembilan,2002-01-01,both,bumi_other,404
Negeri Sembilan,2003-01-01,both,bumi_other,438
Negeri Sembilan,2004-01-01,both,bumi_other,475
Negeri Sembilan,2005-01-01,both,bumi_other,469
Negeri Sembilan,2006-01-01,both,bumi_other,526
Negeri Sembilan,2007-01-01,both,bumi_other,538
Negeri Sembilan,2008-01-01,both,bumi_other,582
Negeri Sembilan,2009-01-01,both,bumi_other,529
Negeri Sembilan,2010-01-01,both,bumi_other,598
Negeri Sembilan,2011-01-01,both,bumi_other,535
Negeri Sembilan,2012-01-01,both,bumi_other,577
Negeri Sembilan,2013-01-01,both,bumi_other,516
Negeri Sembilan,2014-01-01,both,bumi_other,556
Negeri Sembilan,2015-01-01,both,bumi_other,464
Negeri Sembilan,2016-01-01,both,bumi_other,496
Negeri Sembilan,2017-01-01,both,bumi_other,508
Negeri Sembilan,2018-01-01,both,bumi_other,490
Negeri Sembilan,2019-01-01,both,bumi_other,483
Negeri Sembilan,2020-01-01,both,bumi_other,432
Negeri Sembilan,2021-01-01,both,bumi_other,388
Negeri Sembilan,2022-01-01,both,bumi_other,383
Pahang,2000-01-01,both,bumi_other,1987
Pahang,2001-01-01,both,bumi_other,1970
Pahang,2002-01-01,both,bumi_other,1982
Pahang,2003-01-01,both,bumi_other,2052
Pahang,2004-01-01,both,bumi_other,2217
Pahang,2005-01-01,both,bumi_other,2231
Pahang,2006-01-01,both,bumi_other,2185
Pahang,2007-01-01,both,bumi_other,2138
Pahang,2008-01-01,both,bumi_other,2151
Pahang,2009-01-01,both,bumi_other,2017
Pahang,2010-01-01,both,bumi_other,2125
Pahang,2011-01-01,both,bumi_other,2237
Pahang,2012-01-01,both,bumi_other,2342
Pahang,2013-01-01,both,bumi_other,2260
Pahang,2014-01-01,both,bumi_other,2287
Pahang,2015-01-01,both,bumi_other,2231
Pahang,2016-01-01,both,bumi_other,2032
Pahang,2017-01-01,both,bumi_other,2032
Pahang,2018-01-01,both,bumi_other,2008
Pahang,2019-01-01,both,bumi_other,2078
Pahang,2020-01-01,both,bumi_other,2004
Pahang,2021-01-01,both,bumi_other,1874
Pahang,2022-01-01,both,bumi_other,1874
Perak,2000-01-01,both,bumi_other,1826
Perak,2001-01-01,both,bumi_other,1835
Perak,2002-01-01,both,bumi_other,1887
Perak,2003-01-01,both,bumi_other,1706
Perak,2004-01-01,both,bumi_other,1689
Perak,2005-01-01,both,bumi_other,1634
Perak,2006-01-01,both,bumi_other,1669
Perak,2007-01-01,both,bumi_other,1679
Perak,2008-01-01,both,bumi_other,1867
Perak,2009-01-01,both,bumi_other,1702
Perak,2010-01-01,both,bumi_other,1807
Perak,2011-01-01,both,bumi_other,1882
Perak,2012-01-01,both,bumi_other,1777
Perak,2013-01-01,both,bumi_other,1639
Perak,2014-01-01,both,bumi_other,1553
Perak,2015-01-01,both,bumi_other,1559
Perak,2016-01-01,both,bumi_other,1446
Perak,2017-01-01,both,bumi_other,1382
Perak,2018-01-01,both,bumi_other,1321
Perak,2019-01-01,both,bumi_other,1407
Perak,2020-01-01,both,bumi_other,1362
Perak,2021-01-01,both,bumi_other,1165
Perak,2022-01-01,both,bumi_other,1105
Perlis,2000-01-01,both,bumi_other,23
Perlis,2001-01-01,both,bumi_other,28
Perlis,2002-01-01,both,bumi_other,16
Perlis,2003-01-01,both,bumi_other,28
Perlis,2004-01-01,both,bumi_other,15
Perlis,2005-01-01,both,bumi_other,22
Perlis,2006-01-01,both,bumi_other,36
Perlis,2007-01-01,both,bumi_other,31
Perlis,2008-01-01,both,bumi_other,29
Perlis,2009-01-01,both,bumi_other,29
Perlis,2010-01-01,both,bumi_other,33
Perlis,2011-01-01,both,bumi_other,17
Perlis,2012-01-01,both,bumi_other,21
Perlis,2013-01-01,both,bumi_other,15
Perlis,2014-01-01,both,bumi_other,10
Perlis,2015-01-01,both,bumi_other,13
Perlis,2016-01-01,both,bumi_other,19
Perlis,2017-01-01,both,bumi_other,22
Perlis,2018-01-01,both,bumi_other,17
Perlis,2019-01-01,both,bumi_other,15
Perlis,2020-01-01,both,bumi_other,15
Perlis,2021-01-01,both,bumi_other,10
Perlis,2022-01-01,both,bumi_other,12
Pulau Pinang,2000-01-01,both,bumi_other,67
Pulau Pinang,2001-01-01,both,bumi_other,88
Pulau Pinang,2002-01-01,both,bumi_other,99
Pulau Pinang,2003-01-01,both,bumi_other,91
Pulau Pinang,2004-01-01,both,bumi_other,91
Pulau Pinang,2005-01-01,both,bumi_other,107
Pulau Pinang,2006-01-01,both,bumi_other,108
Pulau Pinang,2007-01-01,both,bumi_other,126
Pulau Pinang,2008-01-01,both,bumi_other,110
Pulau Pinang,2009-01-01,both,bumi_other,103
Pulau Pinang,2010-01-01,both,bumi_other,121
Pulau Pinang,2011-01-01,both,bumi_other,118
Pulau Pinang,2012-01-01,both,bumi_other,117
Pulau Pinang,2013-01-01,both,bumi_other,118
Pulau Pinang,2014-01-01,both,bumi_other,103
Pulau Pinang,2015-01-01,both,bumi_other,93
Pulau Pinang,2016-01-01,both,bumi_other,99
Pulau Pinang,2017-01-01,both,bumi_other,132
Pulau Pinang,2018-01-01,both,bumi_other,86
Pulau Pinang,2019-01-01,both,bumi_other,95
Pulau Pinang,2020-01-01,both,bumi_other,100
Pulau Pinang,2021-01-01,both,bumi_other,90
Pulau Pinang,2022-01-01,both,bumi_other,98
Sabah,2000-01-01,both,bumi_other,29717
Sabah,2001-01-01,both,bumi_other,29737
Sabah,2002-01-01,both,bumi_other,28503
Sabah,2003-01-01,both,bumi_other,27509
Sabah,2004-01-01,both,bumi_other,28101
Sabah,2005-01-01,both,bumi_other,28529
Sabah,2006-01-01,both,bumi_other,27958
Sabah,2007-01-01,both,bumi_other,28241
Sabah,2008-01-01,both,bumi_other,30268
Sabah,2009-01-01,both,bumi_other,32665
Sabah,2010-01-01,both,bumi_other,31496
Sabah,2011-01-01,both,bumi_other,33602
Sabah,2012-01-01,both,bumi_other,35690
Sabah,2013-01-01,both,bumi_other,34759
Sabah,2014-01-01,both,bumi_other,35545
Sabah,2015-01-01,both,bumi_other,35409
Sabah,2016-01-01,both,bumi_other,34514
Sabah,2017-01-01,both,bumi_other,34759
Sabah,2018-01-01,both,bumi_other,35151
Sabah,2019-01-01,both,bumi_other,34622
Sabah,2020-01-01,both,bumi_other,32946
Sabah,2021-01-01,both,bumi_other,27581
Sabah,2022-01-01,both,bumi_other,28429
Sarawak,2000-01-01,both,bumi_other,22703
Sarawak,2001-01-01,both,bumi_other,21755
Sarawak,2002-01-01,both,bumi_other,21926
Sarawak,2003-01-01,both,bumi_other,21731
Sarawak,2004-01-01,both,bumi_other,21744
Sarawak,2005-01-01,both,bumi_other,21823
Sarawak,2006-01-01,both,bumi_other,21675
Sarawak,2007-01-01,both,bumi_other,21146
Sarawak,2008-01-01,both,bumi_other,21801
Sarawak,2009-01-01,both,bumi_other,22291
Sarawak,2010-01-01,both,bumi_other,21484
Sarawak,2011-01-01,both,bumi_other,22464
Sarawak,2012-01-01,both,bumi_other,21790
Sarawak,2013-01-01,both,bumi_other,20866
Sarawak,2014-01-01,both,bumi_other,21158
Sarawak,2015-01-01,both,bumi_other,20434
Sarawak,2016-01-01,both,bumi_other,19753
Sarawak,2017-01-01,both,bumi_other,19428
Sarawak,2018-01-01,both,bumi_other,19301
Sarawak,2019-01-01,both,bumi_other,19190
Sarawak,2020-01-01,both,bumi_other,18923
Sarawak,2021-01-01,both,bumi_other,16451
Sarawak,2022-01-01,both,bumi_other,16612
Selangor,2000-01-01,both,bumi_other,1156
Selangor,2001-01-01,both,bumi_other,1239
Selangor,2002-01-01,both,bumi_other,1563
Selangor,2003-01-01,both,bumi_other,1705
Selangor,2004-01-01,both,bumi_other,2031
Selangor,2005-01-01,both,bumi_other,2092
Selangor,2006-01-01,both,bumi_other,2290
Selangor,2007-01-01,both,bumi_other,2409
Selangor,2008-01-01,both,bumi_other,2568
Selangor,2009-01-01,both,bumi_other,2310
Selangor,2010-01-01,both,bumi_other,2514
Selangor,2011-01-01,both,bumi_other,2388
Selangor,2012-01-01,both,bumi_other,2346
Selangor,2013-01-01,both,bumi_other,2220
Selangor,2014-01-01,both,bumi_other,2353
Selangor,2015-01-01,both,bumi_other,2205
Selangor,2016-01-01,both,bumi_other,2031
Selangor,2017-01-01,both,bumi_other,2226
Selangor,2018-01-01,both,bumi_other,2083
Selangor,2019-01-01,both,bumi_other,2109
Selangor,2020-01-01,both,bumi_other,2084
Selangor,2021-01-01,both,bumi_other,1789
Selangor,2022-01-01,both,bumi_other,1607
Terengganu,2000-01-01,both,bumi_other,120
Terengganu,2001-01-01,both,bumi_other,115
Terengganu,2002-01-01,both,bumi_other,116
Terengganu,2003-01-01,both,bumi_other,103
Terengganu,2004-01-01,both,bumi_other,105
Terengganu,2005-01-01,both,bumi_other,100
Terengganu,2006-01-01,both,bumi_other,117
Terengganu,2007-01-01,both,bumi_other,148
Terengganu,2008-01-01,both,bumi_other,124
Terengganu,2009-01-01,both,bumi_other,78
Terengganu,2010-01-01,both,bumi_other,109
Terengganu,2011-01-01,both,bumi_other,78
Terengganu,2012-01-01,both,bumi_other,74
Terengganu,2013-01-01,both,bumi_other,51
Terengganu,2014-01-01,both,bumi_other,72
Terengganu,2015-01-01,both,bumi_other,71
Terengganu,2016-01-01,both,bumi_other,48
Terengganu,2017-01-01,both,bumi_other,80
Terengganu,2018-01-01,both,bumi_other,57
Terengganu,2019-01-01,both,bumi_other,59
Terengganu,2020-01-01,both,bumi_other,59
Terengganu,2021-01-01,both,bumi_other,56
Terengganu,2022-01-01,both,bumi_other,45
W.P. Kuala Lumpur,2000-01-01,both,bumi_other,363
W.P. Kuala Lumpur,2001-01-01,both,bumi_other,373
W.P. Kuala Lumpur,2002-01-01,both,bumi_other,405
W.P. Kuala Lumpur,2003-01-01,both,bumi_other,450
W.P. Kuala Lumpur,2004-01-01,both,bumi_other,513
W.P. Kuala Lumpur,2005-01-01,both,bumi_other,494
W.P. Kuala Lumpur,2006-01-01,both,bumi_other,543
W.P. Kuala Lumpur,2007-01-01,both,bumi_other,557
W.P. Kuala Lumpur,2008-01-01,both,bumi_other,568
W.P. Kuala Lumpur,2009-01-01,both,bumi_other,577
W.P. Kuala Lumpur,2010-01-01,both,bumi_other,615
W.P. Kuala Lumpur,2011-01-01,both,bumi_other,606
W.P. Kuala Lumpur,2012-01-01,both,bumi_other,567
W.P. Kuala Lumpur,2013-01-01,both,bumi_other,552
W.P. Kuala Lumpur,2014-01-01,both,bumi_other,526
W.P. Kuala Lumpur,2015-01-01,both,bumi_other,487
W.P. Kuala Lumpur,2016-01-01,both,bumi_other,493
W.P. Kuala Lumpur,2017-01-01,both,bumi_other,518
W.P. Kuala Lumpur,2018-01-01,both,bumi_other,480
W.P. Kuala Lumpur,2019-01-01,both,bumi_other,492
W.P. Kuala Lumpur,2020-01-01,both,bumi_other,447
W.P. Kuala Lumpur,2021-01-01,both,bumi_other,428
W.P. Kuala Lumpur,2022-01-01,both,bumi_other,366
W.P. Labuan,2000-01-01,both,bumi_other,483
W.P. Labuan,2001-01-01,both,bumi_other,491
W.P. Labuan,2002-01-01,both,bumi_other,502
W.P. Labuan,2003-01-01,both,bumi_other,544
W.P. Labuan,2004-01-01,both,bumi_other,522
W.P. Labuan,2005-01-01,both,bumi_other,504
W.P. Labuan,2006-01-01,both,bumi_other,539
W.P. Labuan,2007-01-01,both,bumi_other,539
W.P. Labuan,2008-01-01,both,bumi_other,587
W.P. Labuan,2009-01-01,both,bumi_other,572
W.P. Labuan,2010-01-01,both,bumi_other,570
W.P. Labuan,2011-01-01,both,bumi_other,619
W.P. Labuan,2012-01-01,both,bumi_other,666
W.P. Labuan,2013-01-01,both,bumi_other,688
W.P. Labuan,2014-01-01,both,bumi_other,735
W.P. Labuan,2015-01-01,both,bumi_other,795
W.P. Labuan,2016-01-01,both,bumi_other,780
W.P. Labuan,2017-01-01,both,bumi_other,784
W.P. Labuan,2018-01-01,both,bumi_other,779
W.P. Labuan,2019-01-01,both,bumi_other,821
W.P. Labuan,2020-01-01,both,bumi_other,803
W.P. Labuan,2021-01-01,both,bumi_other,686
W.P. Labuan,2022-01-01,both,bumi_other,623
W.P. Putrajaya,2010-01-01,both,bumi_other,37
W.P. Putrajaya,2011-01-01,both,bumi_other,42
W.P. Putrajaya,2012-01-01,both,bumi_other,38
W.P. Putrajaya,2013-01-01,both,bumi_other,28
W.P. Putrajaya,2014-01-01,both,bumi_other,34
W.P. Putrajaya,2015-01-01,both,bumi_other,30
W.P. Putrajaya,2016-01-01,both,bumi_other,42
W.P. Putrajaya,2017-01-01,both,bumi_other,40
W.P. Putrajaya,2018-01-01,both,bumi_other,42
W.P. Putrajaya,2019-01-01,both,bumi_other,26
W.P. Putrajaya,2020-01-01,both,bumi_other,37
W.P. Putrajaya,2021-01-01,both,bumi_other,29
W.P. Putrajaya,2022-01-01,both,bumi_other,36
Johor,2000-01-01,male,bumi_other,468
Johor,2001-01-01,male,bumi_other,516
Johor,2002-01-01,male,bumi_other,556
Johor,2003-01-01,male,bumi_other,631
Johor,2004-01-01,male,bumi_other,728
Johor,2005-01-01,male,bumi_other,736
Johor,2006-01-01,male,bumi_other,797
Johor,2007-01-01,male,bumi_other,903
Johor,2008-01-01,male,bumi_other,846
Johor,2009-01-01,male,bumi_other,870
Johor,2010-01-01,male,bumi_other,934
Johor,2011-01-01,male,bumi_other,932
Johor,2012-01-01,male,bumi_other,823
Johor,2013-01-01,male,bumi_other,796
Johor,2014-01-01,male,bumi_other,826
Johor,2015-01-01,male,bumi_other,750
Johor,2016-01-01,male,bumi_other,760
Johor,2017-01-01,male,bumi_other,735
Johor,2018-01-01,male,bumi_other,819
Johor,2019-01-01,male,bumi_other,760
Johor,2020-01-01,male,bumi_other,755
Johor,2021-01-01,male,bumi_other,656
Johor,2022-01-01,male,bumi_other,570
Johor,2000-01-01,female,bumi_other,399
Johor,2001-01-01,female,bumi_other,438
Johor,2002-01-01,female,bumi_other,507
Johor,2003-01-01,female,bumi_other,575
Johor,2004-01-01,female,bumi_other,668
Johor,2005-01-01,female,bumi_other,689
Johor,2006-01-01,female,bumi_other,761
Johor,2007-01-01,female,bumi_other,745
Johor,2008-01-01,female,bumi_other,758
Johor,2009-01-01,female,bumi_other,829
Johor,2010-01-01,female,bumi_other,902
Johor,2011-01-01,female,bumi_other,820
Johor,2012-01-01,female,bumi_other,829
Johor,2013-01-01,female,bumi_other,758
Johor,2014-01-01,female,bumi_other,741
Johor,2015-01-01,female,bumi_other,697
Johor,2016-01-01,female,bumi_other,718
Johor,2017-01-01,female,bumi_other,745
Johor,2018-01-01,female,bumi_other,709
Johor,2019-01-01,female,bumi_other,749
Johor,2020-01-01,female,bumi_other,735
Johor,2021-01-01,female,bumi_other,634
Johor,2022-01-01,female,bumi_other,527
Kedah,2000-01-01,male,bumi_other,43
Kedah,2001-01-01,male,bumi_other,47
Kedah,2002-01-01,male,bumi_other,37
Kedah,2003-01-01,male,bumi_other,50
Kedah,2004-01-01,male,bumi_other,50
Kedah,2005-01-01,male,bumi_other,56
Kedah,2006-01-01,male,bumi_other,72
Kedah,2007-01-01,male,bumi_other,72
Kedah,2008-01-01,male,bumi_other,82
Kedah,2009-01-01,male,bumi_other,42
Kedah,2010-01-01,male,bumi_other,85
Kedah,2011-01-01,male,bumi_other,78
Kedah,2012-01-01,male,bumi_other,62
Kedah,2013-01-01,male,bumi_other,41
Kedah,2014-01-01,male,bumi_other,51
Kedah,2015-01-01,male,bumi_other,63
Kedah,2016-01-01,male,bumi_other,48
Kedah,2017-01-01,male,bumi_other,55
Kedah,2018-01-01,male,bumi_other,40
Kedah,2019-01-01,male,bumi_other,50
Kedah,2020-01-01,male,bumi_other,44
Kedah,2021-01-01,male,bumi_other,42
Kedah,2022-01-01,male,bumi_other,41
Kedah,2000-01-01,female,bumi_other,36
Kedah,2001-01-01,female,bumi_other,32
Kedah,2002-01-01,female,bumi_other,37
Kedah,2003-01-01,female,bumi_other,53
Kedah,2004-01-01,female,bumi_other,47
Kedah,2005-01-01,female,bumi_other,62
Kedah,2006-01-01,female,bumi_other,73
Kedah,2007-01-01,female,bumi_other,60
Kedah,2008-01-01,female,bumi_other,59
Kedah,2009-01-01,female,bumi_other,47
Kedah,2010-01-01,female,bumi_other,96
Kedah,2011-01-01,female,bumi_other,52
Kedah,2012-01-01,female,bumi_other,57
Kedah,2013-01-01,female,bumi_other,52
Kedah,2014-01-01,female,bumi_other,42
Kedah,2015-01-01,female,bumi_other,39
Kedah,2016-01-01,female,bumi_other,27
Kedah,2017-01-01,female,bumi_other,36
Kedah,2018-01-01,female,bumi_other,45
Kedah,2019-01-01,female,bumi_other,40
Kedah,2020-01-01,female,bumi_other,51
Kedah,2021-01-01,female,bumi_other,40
Kedah,2022-01-01,female,bumi_other,39
Kelantan,2000-01-01,male,bumi_other,256
Kelantan,2001-01-01,male,bumi_other,296
Kelantan,2002-01-01,male,bumi_other,297
Kelantan,2003-01-01,male,bumi_other,329
Kelantan,2004-01-01,male,bumi_other,297
Kelantan,2005-01-01,male,bumi_other,384
Kelantan,2006-01-01,male,bumi_other,323
Kelantan,2007-01-01,male,bumi_other,335
Kelantan,2008-01-01,male,bumi_other,356
Kelantan,2009-01-01,male,bumi_other,355
Kelantan,2010-01-01,male,bumi_other,337
Kelantan,2011-01-01,male,bumi_other,346
Kelantan,2012-01-01,male,bumi_other,326
Kelantan,2013-01-01,male,bumi_other,273
Kelantan,2014-01-01,male,bumi_other,302
Kelantan,2015-01-01,male,bumi_other,244
Kelantan,2016-01-01,male,bumi_other,229
Kelantan,2017-01-01,male,bumi_other,238
Kelantan,2018-01-01,male,bumi_other,249
Kelantan,2019-01-01,male,bumi_other,264
Kelantan,2020-01-01,male,bumi_other,259
Kelantan,2021-01-01,male,bumi_other,203
Kelantan,2022-01-01,male,bumi_other,218
Kelantan,2000-01-01,female,bumi_other,283
Kelantan,2001-01-01,female,bumi_other,304
Kelantan,2002-01-01,female,bumi_other,301
Kelantan,2003-01-01,female,bumi_other,326
Kelantan,2004-01-01,female,bumi_other,325
Kelantan,2005-01-01,female,bumi_other,272
Kelantan,2006-01-01,female,bumi_other,301
Kelantan,2007-01-01,female,bumi_other,310
Kelantan,2008-01-01,female,bumi_other,318
Kelantan,2009-01-01,female,bumi_other,289
Kelantan,2010-01-01,female,bumi_other,317
Kelantan,2011-01-01,female,bumi_other,349
Kelantan,2012-01-01,female,bumi_other,283
Kelantan,2013-01-01,female,bumi_other,282
Kelantan,2014-01-01,female,bumi_other,289
Kelantan,2015-01-01,female,bumi_other,263
Kelantan,2016-01-01,female,bumi_other,237
Kelantan,2017-01-01,female,bumi_other,236
Kelantan,2018-01-01,female,bumi_other,196
Kelantan,2019-01-01,female,bumi_other,192
Kelantan,2020-01-01,female,bumi_other,248
Kelantan,2021-01-01,female,bumi_other,238
Kelantan,2022-01-01,female,bumi_other,194
Melaka,2000-01-01,male,bumi_other,101
Melaka,2001-01-01,male,bumi_other,122
Melaka,2002-01-01,male,bumi_other,119
Melaka,2003-01-01,male,bumi_other,147
Melaka,2004-01-01,male,bumi_other,138
Melaka,2005-01-01,male,bumi_other,140
Melaka,2006-01-01,male,bumi_other,148
Melaka,2007-01-01,male,bumi_other,171
Melaka,2008-01-01,male,bumi_other,164
Melaka,2009-01-01,male,bumi_other,146
Melaka,2010-01-01,male,bumi_other,165
Melaka,2011-01-01,male,bumi_other,142
Melaka,2012-01-01,male,bumi_other,137
Melaka,2013-01-01,male,bumi_other,115
Melaka,2014-01-01,male,bumi_other,121
Melaka,2015-01-01,male,bumi_other,86
Melaka,2016-01-01,male,bumi_other,102
Melaka,2017-01-01,male,bumi_other,128
Melaka,2018-01-01,male,bumi_other,103
Melaka,2019-01-01,male,bumi_other,89
Melaka,2020-01-01,male,bumi_other,92
Melaka,2021-01-01,male,bumi_other,81
Melaka,2022-01-01,male,bumi_other,86
Melaka,2000-01-01,female,bumi_other,84
Melaka,2001-01-01,female,bumi_other,96
Melaka,2002-01-01,female,bumi_other,116
Melaka,2003-01-01,female,bumi_other,128
Melaka,2004-01-01,female,bumi_other,160
Melaka,2005-01-01,female,bumi_other,154
Melaka,2006-01-01,female,bumi_other,146
Melaka,2007-01-01,female,bumi_other,139
Melaka,2008-01-01,female,bumi_other,157
Melaka,2009-01-01,female,bumi_other,130
Melaka,2010-01-01,female,bumi_other,165
Melaka,2011-01-01,female,bumi_other,122
Melaka,2012-01-01,female,bumi_other,109
Melaka,2013-01-01,female,bumi_other,100
Melaka,2014-01-01,female,bumi_other,124
Melaka,2015-01-01,female,bumi_other,117
Melaka,2016-01-01,female,bumi_other,103
Melaka,2017-01-01,female,bumi_other,99
Melaka,2018-01-01,female,bumi_other,100
Melaka,2019-01-01,female,bumi_other,86
Melaka,2020-01-01,female,bumi_other,108
Melaka,2021-01-01,female,bumi_other,79
Melaka,2022-01-01,female,bumi_other,63
Negeri Sembilan,2000-01-01,male,bumi_other,210
Negeri Sembilan,2001-01-01,male,bumi_other,188
Negeri Sembilan,2002-01-01,male,bumi_other,209
Negeri Sembilan,2003-01-01,male,bumi_other,222
Negeri Sembilan,2004-01-01,male,bumi_other,248
Negeri Sembilan,2005-01-01,male,bumi_other,233
Negeri Sembilan,2006-01-01,male,bumi_other,264
Negeri Sembilan,2007-01-01,male,bumi_other,279
